date,nav,fund_code,fund_name,category
2023-08-17,70.0785,118632,Nippon India Large Cap Fund,Large Cap
2023-08-18,69.9331,118632,Nippon India Large Cap Fund,Large Cap
2023-08-21,70.284,118632,Nippon India Large Cap Fund,Large Cap
2023-08-22,70.5786,118632,Nippon India Large Cap Fund,Large Cap
2023-08-23,70.942,118632,Nippon India Large Cap Fund,Large Cap
2023-08-24,70.8594,118632,Nippon India Large Cap Fund,Large Cap
2023-08-25,70.2294,118632,Nippon India Large Cap Fund,Large Cap
2023-08-28,70.4455,118632,Nippon India Large Cap Fund,Large Cap
2023-08-29,70.6185,118632,Nippon India Large Cap Fund,Large Cap
2023-08-30,70.9019,118632,Nippon India Large Cap Fund,Large Cap
2023-08-31,70.7276,118632,Nippon India Large Cap Fund,Large Cap
2023-09-01,71.3664,118632,Nippon India Large Cap Fund,Large Cap
2023-09-04,71.717,118632,Nippon India Large Cap Fund,Large Cap
2023-09-05,71.8802,118632,Nippon India Large Cap Fund,Large Cap
2023-09-06,72.046,118632,Nippon India Large Cap Fund,Large Cap
2023-09-07,72.6174,118632,Nippon India Large Cap Fund,Large Cap
2023-09-08,73.1125,118632,Nippon India Large Cap Fund,Large Cap
2023-09-11,73.7256,118632,Nippon India Large Cap Fund,Large Cap
2023-09-12,73.0049,118632,Nippon India Large Cap Fund,Large Cap
2023-09-13,73.1441,118632,Nippon India Large Cap Fund,Large Cap
2023-09-14,73.3808,118632,Nippon India Large Cap Fund,Large Cap
2023-09-15,73.6158,118632,Nippon India Large Cap Fund,Large Cap
2023-09-18,73.4681,118632,Nippon India Large Cap Fund,Large Cap
2023-09-20,72.7731,118632,Nippon India Large Cap Fund,Large Cap
2023-09-21,72.0463,118632,Nippon India Large Cap Fund,Large Cap
2023-09-22,72.0196,118632,Nippon India Large Cap Fund,Large Cap
2023-09-25,71.8946,118632,Nippon India Large Cap Fund,Large Cap
2023-09-26,71.9923,118632,Nippon India Large Cap Fund,Large Cap
2023-09-27,72.2487,118632,Nippon India Large Cap Fund,Large Cap
2023-09-29,72.2725,118632,Nippon India Large Cap Fund,Large Cap
2023-10-03,72.158,118632,Nippon India Large Cap Fund,Large Cap
2023-10-04,71.4828,118632,Nippon India Large Cap Fund,Large Cap
2023-10-05,71.8691,118632,Nippon India Large Cap Fund,Large Cap
2023-10-06,72.2666,118632,Nippon India Large Cap Fund,Large Cap
2023-10-09,71.523,118632,Nippon India Large Cap Fund,Large Cap
2023-10-10,72.2501,118632,Nippon India Large Cap Fund,Large Cap
2023-10-11,72.6358,118632,Nippon India Large Cap Fund,Large Cap
2023-10-12,72.8206,118632,Nippon India Large Cap Fund,Large Cap
2023-10-13,72.6009,118632,Nippon India Large Cap Fund,Large Cap
2023-10-16,72.7253,118632,Nippon India Large Cap Fund,Large Cap
2023-10-17,73.0238,118632,Nippon India Large Cap Fund,Large Cap
2023-10-18,72.3949,118632,Nippon India Large Cap Fund,Large Cap
2023-10-19,72.2182,118632,Nippon India Large Cap Fund,Large Cap
2023-10-20,71.7026,118632,Nippon India Large Cap Fund,Large Cap
2023-10-23,70.5159,118632,Nippon India Large Cap Fund,Large Cap
2023-10-25,70.0111,118632,Nippon India Large Cap Fund,Large Cap
2023-10-26,69.2151,118632,Nippon India Large Cap Fund,Large Cap
2023-10-27,70.0343,118632,Nippon India Large Cap Fund,Large Cap
2023-10-30,70.2094,118632,Nippon India Large Cap Fund,Large Cap
2023-10-31,70.1022,118632,Nippon India Large Cap Fund,Large Cap
2023-11-01,69.8843,118632,Nippon India Large Cap Fund,Large Cap
2023-11-02,70.5127,118632,Nippon India Large Cap Fund,Large Cap
2023-11-03,70.9984,118632,Nippon India Large Cap Fund,Large Cap
2023-11-06,71.6717,118632,Nippon India Large Cap Fund,Large Cap
2023-11-07,71.692,118632,Nippon India Large Cap Fund,Large Cap
2023-11-08,71.8582,118632,Nippon India Large Cap Fund,Large Cap
2023-11-09,71.6223,118632,Nippon India Large Cap Fund,Large Cap
2023-11-10,71.6976,118632,Nippon India Large Cap Fund,Large Cap
2023-11-13,71.9087,118632,Nippon India Large Cap Fund,Large Cap
2023-11-15,72.4739,118632,Nippon India Large Cap Fund,Large Cap
2023-11-16,72.7496,118632,Nippon India Large Cap Fund,Large Cap
2023-11-17,72.556,118632,Nippon India Large Cap Fund,Large Cap
2023-11-20,72.4675,118632,Nippon India Large Cap Fund,Large Cap
2023-11-21,72.7049,118632,Nippon India Large Cap Fund,Large Cap
2023-11-22,72.6229,118632,Nippon India Large Cap Fund,Large Cap
2023-11-23,72.6659,118632,Nippon India Large Cap Fund,Large Cap
2023-11-24,72.6677,118632,Nippon India Large Cap Fund,Large Cap
2023-11-28,73.0792,118632,Nippon India Large Cap Fund,Large Cap
2023-11-29,73.7259,118632,Nippon India Large Cap Fund,Large Cap
2023-11-30,73.9678,118632,Nippon India Large Cap Fund,Large Cap
2023-12-01,74.703,118632,Nippon India Large Cap Fund,Large Cap
2023-12-04,76.0297,118632,Nippon India Large Cap Fund,Large Cap
2023-12-05,76.3652,118632,Nippon India Large Cap Fund,Large Cap
2023-12-06,76.7791,118632,Nippon India Large Cap Fund,Large Cap
2023-12-07,77.1094,118632,Nippon India Large Cap Fund,Large Cap
2023-12-08,77.2576,118632,Nippon India Large Cap Fund,Large Cap
2023-12-11,77.584,118632,Nippon India Large Cap Fund,Large Cap
2023-12-12,77.3349,118632,Nippon India Large Cap Fund,Large Cap
2023-12-13,77.7474,118632,Nippon India Large Cap Fund,Large Cap
2023-12-14,78.5552,118632,Nippon India Large Cap Fund,Large Cap
2023-12-15,79.423,118632,Nippon India Large Cap Fund,Large Cap
2023-12-18,79.4904,118632,Nippon India Large Cap Fund,Large Cap
2023-12-19,79.6031,118632,Nippon India Large Cap Fund,Large Cap
2023-12-20,77.874,118632,Nippon India Large Cap Fund,Large Cap
2023-12-21,78.4313,118632,Nippon India Large Cap Fund,Large Cap
2023-12-22,78.7363,118632,Nippon India Large Cap Fund,Large Cap
2023-12-26,78.9312,118632,Nippon India Large Cap Fund,Large Cap
2023-12-27,79.6145,118632,Nippon India Large Cap Fund,Large Cap
2023-12-28,80.057,118632,Nippon India Large Cap Fund,Large Cap
2023-12-29,80.2143,118632,Nippon India Large Cap Fund,Large Cap
2024-01-01,80.3877,118632,Nippon India Large Cap Fund,Large Cap
2024-01-02,80.3585,118632,Nippon India Large Cap Fund,Large Cap
2024-01-03,80.1318,118632,Nippon India Large Cap Fund,Large Cap
2024-01-04,80.9262,118632,Nippon India Large Cap Fund,Large Cap
2024-01-05,81.059,118632,Nippon India Large Cap Fund,Large Cap
2024-01-08,80.3728,118632,Nippon India Large Cap Fund,Large Cap
2024-01-09,80.6145,118632,Nippon India Large Cap Fund,Large Cap
2024-01-10,80.8502,118632,Nippon India Large Cap Fund,Large Cap
2024-01-11,81.1364,118632,Nippon India Large Cap Fund,Large Cap
2024-01-12,81.7745,118632,Nippon India Large Cap Fund,Large Cap
2024-01-15,82.2457,118632,Nippon India Large Cap Fund,Large Cap
2024-01-16,82.0535,118632,Nippon India Large Cap Fund,Large Cap
2024-01-17,80.4761,118632,Nippon India Large Cap Fund,Large Cap
2024-01-18,80.2485,118632,Nippon India Large Cap Fund,Large Cap
2024-01-19,81.0521,118632,Nippon India Large Cap Fund,Large Cap
2024-01-23,79.3097,118632,Nippon India Large Cap Fund,Large Cap
2024-01-24,80.3079,118632,Nippon India Large Cap Fund,Large Cap
2024-01-25,80.1233,118632,Nippon India Large Cap Fund,Large Cap
2024-01-29,81.478,118632,Nippon India Large Cap Fund,Large Cap
2024-01-30,80.7813,118632,Nippon India Large Cap Fund,Large Cap
2024-01-31,81.5148,118632,Nippon India Large Cap Fund,Large Cap
2024-02-01,81.3917,118632,Nippon India Large Cap Fund,Large Cap
2024-02-02,81.7841,118632,Nippon India Large Cap Fund,Large Cap
2024-02-05,81.5416,118632,Nippon India Large Cap Fund,Large Cap
2024-02-06,82.272,118632,Nippon India Large Cap Fund,Large Cap
2024-02-07,83.0313,118632,Nippon India Large Cap Fund,Large Cap
2024-02-08,82.5897,118632,Nippon India Large Cap Fund,Large Cap
2024-02-09,82.8752,118632,Nippon India Large Cap Fund,Large Cap
2024-02-12,81.6287,118632,Nippon India Large Cap Fund,Large Cap
2024-02-13,82.1878,118632,Nippon India Large Cap Fund,Large Cap
2024-02-14,82.8433,118632,Nippon India Large Cap Fund,Large Cap
2024-02-15,83.1557,118632,Nippon India Large Cap Fund,Large Cap
2024-02-16,83.5478,118632,Nippon India Large Cap Fund,Large Cap
2024-02-19,83.7003,118632,Nippon India Large Cap Fund,Large Cap
2024-02-20,84.0611,118632,Nippon India Large Cap Fund,Large Cap
2024-02-21,83.7597,118632,Nippon India Large Cap Fund,Large Cap
2024-02-22,84.4739,118632,Nippon India Large Cap Fund,Large Cap
2024-02-23,84.6745,118632,Nippon India Large Cap Fund,Large Cap
2024-02-26,84.4802,118632,Nippon India Large Cap Fund,Large Cap
2024-02-27,84.5543,118632,Nippon India Large Cap Fund,Large Cap
2024-02-28,83.6231,118632,Nippon India Large Cap Fund,Large Cap
2024-02-29,84.0569,118632,Nippon India Large Cap Fund,Large Cap
2024-03-01,85.3718,118632,Nippon India Large Cap Fund,Large Cap
2024-03-04,85.8389,118632,Nippon India Large Cap Fund,Large Cap
2024-03-05,85.8536,118632,Nippon India Large Cap Fund,Large Cap
2024-03-06,85.81,118632,Nippon India Large Cap Fund,Large Cap
2024-03-07,86.2429,118632,Nippon India Large Cap Fund,Large Cap
2024-03-11,85.4384,118632,Nippon India Large Cap Fund,Large Cap
2024-03-12,85.1058,118632,Nippon India Large Cap Fund,Large Cap
2024-03-13,83.42,118632,Nippon India Large Cap Fund,Large Cap
2024-03-14,84.0568,118632,Nippon India Large Cap Fund,Large Cap
2024-03-15,83.6902,118632,Nippon India Large Cap Fund,Large Cap
2024-03-18,83.9851,118632,Nippon India Large Cap Fund,Large Cap
2024-03-19,83.1639,118632,Nippon India Large Cap Fund,Large Cap
2024-03-20,83.3538,118632,Nippon India Large Cap Fund,Large Cap
2024-03-21,84.4561,118632,Nippon India Large Cap Fund,Large Cap
2024-03-22,84.8535,118632,Nippon India Large Cap Fund,Large Cap
2024-03-26,85.0202,118632,Nippon India Large Cap Fund,Large Cap
2024-03-27,85.4068,118632,Nippon India Large Cap Fund,Large Cap
2024-03-28,86.2356,118632,Nippon India Large Cap Fund,Large Cap
2024-03-31,86.2324,118632,Nippon India Large Cap Fund,Large Cap
2024-04-01,87.1447,118632,Nippon India Large Cap Fund,Large Cap
2024-04-02,87.1671,118632,Nippon India Large Cap Fund,Large Cap
2024-04-03,87.3591,118632,Nippon India Large Cap Fund,Large Cap
2024-04-04,87.5846,118632,Nippon India Large Cap Fund,Large Cap
2024-04-05,87.8656,118632,Nippon India Large Cap Fund,Large Cap
2024-04-08,88.4212,118632,Nippon India Large Cap Fund,Large Cap
2024-04-09,88.3609,118632,Nippon India Large Cap Fund,Large Cap
2024-04-10,88.6487,118632,Nippon India Large Cap Fund,Large Cap
2024-04-12,87.8748,118632,Nippon India Large Cap Fund,Large Cap
2024-04-15,86.7351,118632,Nippon India Large Cap Fund,Large Cap
2024-04-16,86.4844,118632,Nippon India Large Cap Fund,Large Cap
2024-04-18,85.9544,118632,Nippon India Large Cap Fund,Large Cap
2024-04-19,86.5741,118632,Nippon India Large Cap Fund,Large Cap
2024-04-22,87.4154,118632,Nippon India Large Cap Fund,Large Cap
2024-04-23,87.5655,118632,Nippon India Large Cap Fund,Large Cap
2024-04-24,87.7308,118632,Nippon India Large Cap Fund,Large Cap
2024-04-25,88.6125,118632,Nippon India Large Cap Fund,Large Cap
2024-04-26,88.1658,118632,Nippon India Large Cap Fund,Large Cap
2024-04-29,89.083,118632,Nippon India Large Cap Fund,Large Cap
2024-04-30,89.0926,118632,Nippon India Large Cap Fund,Large Cap
2024-05-02,89.3246,118632,Nippon India Large Cap Fund,Large Cap
2024-05-03,88.739,118632,Nippon India Large Cap Fund,Large Cap
2024-05-06,88.3316,118632,Nippon India Large Cap Fund,Large Cap
2024-05-07,87.7561,118632,Nippon India Large Cap Fund,Large Cap
2024-05-08,87.904,118632,Nippon India Large Cap Fund,Large Cap
2024-05-09,86.3547,118632,Nippon India Large Cap Fund,Large Cap
2024-05-10,86.9891,118632,Nippon India Large Cap Fund,Large Cap
2024-05-13,87.174,118632,Nippon India Large Cap Fund,Large Cap
2024-05-14,87.6274,118632,Nippon India Large Cap Fund,Large Cap
2024-05-15,87.8377,118632,Nippon India Large Cap Fund,Large Cap
2024-05-16,88.7259,118632,Nippon India Large Cap Fund,Large Cap
2024-05-17,89.1256,118632,Nippon India Large Cap Fund,Large Cap
2024-05-21,89.5067,118632,Nippon India Large Cap Fund,Large Cap
2024-05-22,89.864,118632,Nippon India Large Cap Fund,Large Cap
2024-05-23,90.9572,118632,Nippon India Large Cap Fund,Large Cap
2024-05-24,90.914,118632,Nippon India Large Cap Fund,Large Cap
2024-05-27,90.7877,118632,Nippon India Large Cap Fund,Large Cap
2024-05-28,90.4202,118632,Nippon India Large Cap Fund,Large Cap
2024-05-29,89.6503,118632,Nippon India Large Cap Fund,Large Cap
2024-05-30,88.9933,118632,Nippon India Large Cap Fund,Large Cap
2024-05-31,89.4481,118632,Nippon India Large Cap Fund,Large Cap
2024-06-03,92.4271,118632,Nippon India Large Cap Fund,Large Cap
2024-06-04,86.3042,118632,Nippon India Large Cap Fund,Large Cap
2024-06-05,89.1172,118632,Nippon India Large Cap Fund,Large Cap
2024-06-06,90.1267,118632,Nippon India Large Cap Fund,Large Cap
2024-06-07,91.8562,118632,Nippon India Large Cap Fund,Large Cap
2024-06-10,92.0097,118632,Nippon India Large Cap Fund,Large Cap
2024-06-11,92.1206,118632,Nippon India Large Cap Fund,Large Cap
2024-06-12,92.5612,118632,Nippon India Large Cap Fund,Large Cap
2024-06-13,93.04,118632,Nippon India Large Cap Fund,Large Cap
2024-06-14,93.6567,118632,Nippon India Large Cap Fund,Large Cap
2024-06-18,93.803,118632,Nippon India Large Cap Fund,Large Cap
2024-06-19,93.5849,118632,Nippon India Large Cap Fund,Large Cap
2024-06-20,93.8753,118632,Nippon India Large Cap Fund,Large Cap
2024-06-21,93.5537,118632,Nippon India Large Cap Fund,Large Cap
2024-06-24,93.7392,118632,Nippon India Large Cap Fund,Large Cap
2024-06-25,94.3814,118632,Nippon India Large Cap Fund,Large Cap
2024-06-26,94.643,118632,Nippon India Large Cap Fund,Large Cap
2024-06-27,95.1237,118632,Nippon India Large Cap Fund,Large Cap
2024-06-28,94.9416,118632,Nippon India Large Cap Fund,Large Cap
2024-07-01,95.6996,118632,Nippon India Large Cap Fund,Large Cap
2024-07-02,95.5824,118632,Nippon India Large Cap Fund,Large Cap
2024-07-03,96.3988,118632,Nippon India Large Cap Fund,Large Cap
2024-07-04,96.6688,118632,Nippon India Large Cap Fund,Large Cap
2024-07-05,96.8297,118632,Nippon India Large Cap Fund,Large Cap
2024-07-08,96.8647,118632,Nippon India Large Cap Fund,Large Cap
2024-07-09,97.3311,118632,Nippon India Large Cap Fund,Large Cap
2024-07-10,96.9845,118632,Nippon India Large Cap Fund,Large Cap
2024-07-11,97.096,118632,Nippon India Large Cap Fund,Large Cap
2024-07-12,97.3785,118632,Nippon India Large Cap Fund,Large Cap
2024-07-15,97.7671,118632,Nippon India Large Cap Fund,Large Cap
2024-07-16,97.4713,118632,Nippon India Large Cap Fund,Large Cap
2024-07-18,97.7055,118632,Nippon India Large Cap Fund,Large Cap
2024-07-19,96.409,118632,Nippon India Large Cap Fund,Large Cap
2024-07-22,96.7013,118632,Nippon India Large Cap Fund,Large Cap
2024-07-23,96.5445,118632,Nippon India Large Cap Fund,Large Cap
2024-07-24,96.7617,118632,Nippon India Large Cap Fund,Large Cap
2024-07-25,96.7323,118632,Nippon India Large Cap Fund,Large Cap
2024-07-26,98.3111,118632,Nippon India Large Cap Fund,Large Cap
2024-07-29,98.4839,118632,Nippon India Large Cap Fund,Large Cap
2024-07-30,98.6802,118632,Nippon India Large Cap Fund,Large Cap
2024-07-31,99.038,118632,Nippon India Large Cap Fund,Large Cap
2024-08-01,99.1905,118632,Nippon India Large Cap Fund,Large Cap
2024-08-02,98.3992,118632,Nippon India Large Cap Fund,Large Cap
2024-08-05,95.6995,118632,Nippon India Large Cap Fund,Large Cap
2024-08-06,95.1642,118632,Nippon India Large Cap Fund,Large Cap
2024-08-07,96.5617,118632,Nippon India Large Cap Fund,Large Cap
2024-08-08,95.9036,118632,Nippon India Large Cap Fund,Large Cap
2024-08-09,96.6915,118632,Nippon India Large Cap Fund,Large Cap
2024-08-12,96.4431,118632,Nippon India Large Cap Fund,Large Cap
2024-08-13,95.363,118632,Nippon India Large Cap Fund,Large Cap
2024-08-14,95.3783,118632,Nippon India Large Cap Fund,Large Cap
2024-08-16,96.8796,118632,Nippon India Large Cap Fund,Large Cap
2024-08-19,97.0611,118632,Nippon India Large Cap Fund,Large Cap
2024-08-20,97.6125,118632,Nippon India Large Cap Fund,Large Cap
2024-08-21,97.8326,118632,Nippon India Large Cap Fund,Large Cap
2024-08-22,97.9738,118632,Nippon India Large Cap Fund,Large Cap
2024-08-23,97.9385,118632,Nippon India Large Cap Fund,Large Cap
2024-08-26,98.6268,118632,Nippon India Large Cap Fund,Large Cap
2024-08-27,98.8747,118632,Nippon India Large Cap Fund,Large Cap
2024-08-28,98.7789,118632,Nippon India Large Cap Fund,Large Cap
2024-08-29,98.9127,118632,Nippon India Large Cap Fund,Large Cap
2024-08-30,99.3996,118632,Nippon India Large Cap Fund,Large Cap
2024-09-02,99.5227,118632,Nippon India Large Cap Fund,Large Cap
2024-09-03,99.6805,118632,Nippon India Large Cap Fund,Large Cap
2024-09-04,99.2067,118632,Nippon India Large Cap Fund,Large Cap
2024-09-05,99.3569,118632,Nippon India Large Cap Fund,Large Cap
2024-09-06,98.076,118632,Nippon India Large Cap Fund,Large Cap
2024-09-09,98.4675,118632,Nippon India Large Cap Fund,Large Cap
2024-09-10,99.2319,118632,Nippon India Large Cap Fund,Large Cap
2024-09-11,98.7724,118632,Nippon India Large Cap Fund,Large Cap
2024-09-12,100.2373,118632,Nippon India Large Cap Fund,Large Cap
2024-09-13,100.089,118632,Nippon India Large Cap Fund,Large Cap
2024-09-16,100.114,118632,Nippon India Large Cap Fund,Large Cap
2024-09-17,100.0653,118632,Nippon India Large Cap Fund,Large Cap
2024-09-18,99.968,118632,Nippon India Large Cap Fund,Large Cap
2024-09-19,99.8842,118632,Nippon India Large Cap Fund,Large Cap
2024-09-20,100.9598,118632,Nippon India Large Cap Fund,Large Cap
2024-09-23,101.6433,118632,Nippon India Large Cap Fund,Large Cap
2024-09-24,101.7456,118632,Nippon India Large Cap Fund,Large Cap
2024-09-25,102.0413,118632,Nippon India Large Cap Fund,Large Cap
2024-09-26,102.6658,118632,Nippon India Large Cap Fund,Large Cap
2024-09-27,102.7061,118632,Nippon India Large Cap Fund,Large Cap
2024-09-30,101.4475,118632,Nippon India Large Cap Fund,Large Cap
2024-10-01,101.4323,118632,Nippon India Large Cap Fund,Large Cap
2024-10-03,99.4889,118632,Nippon India Large Cap Fund,Large Cap
2024-10-04,98.7098,118632,Nippon India Large Cap Fund,Large Cap
2024-10-07,97.3987,118632,Nippon India Large Cap Fund,Large Cap
2024-10-08,98.6381,118632,Nippon India Large Cap Fund,Large Cap
2024-10-09,98.9923,118632,Nippon India Large Cap Fund,Large Cap
2024-10-10,99.2685,118632,Nippon India Large Cap Fund,Large Cap
2024-10-11,99.139,118632,Nippon India Large Cap Fund,Large Cap
2024-10-14,99.6839,118632,Nippon India Large Cap Fund,Large Cap
2024-10-15,99.6355,118632,Nippon India Large Cap Fund,Large Cap
2024-10-16,99.5525,118632,Nippon India Large Cap Fund,Large Cap
2024-10-17,98.6003,118632,Nippon India Large Cap Fund,Large Cap
2024-10-18,98.9248,118632,Nippon India Large Cap Fund,Large Cap
2024-10-21,98.4247,118632,Nippon India Large Cap Fund,Large Cap
2024-10-22,96.8263,118632,Nippon India Large Cap Fund,Large Cap
2024-10-23,96.7928,118632,Nippon India Large Cap Fund,Large Cap
2024-10-24,96.5901,118632,Nippon India Large Cap Fund,Large Cap
2024-10-25,95.6705,118632,Nippon India Large Cap Fund,Large Cap
2024-10-28,96.0172,118632,Nippon India Large Cap Fund,Large Cap
2024-10-29,96.8881,118632,Nippon India Large Cap Fund,Large Cap
2024-10-30,96.533,118632,Nippon India Large Cap Fund,Large Cap
2024-10-31,96.3789,118632,Nippon India Large Cap Fund,Large Cap
2024-11-04,95.6366,118632,Nippon India Large Cap Fund,Large Cap
2024-11-05,96.3891,118632,Nippon India Large Cap Fund,Large Cap
2024-11-06,97.5614,118632,Nippon India Large Cap Fund,Large Cap
2024-11-07,96.8112,118632,Nippon India Large Cap Fund,Large Cap
2024-11-08,96.4406,118632,Nippon India Large Cap Fund,Large Cap
2024-11-11,96.5738,118632,Nippon India Large Cap Fund,Large Cap
2024-11-12,95.3799,118632,Nippon India Large Cap Fund,Large Cap
2024-11-13,93.9405,118632,Nippon India Large Cap Fund,Large Cap
2024-11-14,93.9927,118632,Nippon India Large Cap Fund,Large Cap
2024-11-18,93.7894,118632,Nippon India Large Cap Fund,Large Cap
2024-11-19,94.0998,118632,Nippon India Large Cap Fund,Large Cap
2024-11-21,93.5182,118632,Nippon India Large Cap Fund,Large Cap
2024-11-22,95.4297,118632,Nippon India Large Cap Fund,Large Cap
2024-11-25,96.8798,118632,Nippon India Large Cap Fund,Large Cap
2024-11-26,96.7895,118632,Nippon India Large Cap Fund,Large Cap
2024-11-27,97.2127,118632,Nippon India Large Cap Fund,Large Cap
2024-11-28,96.1824,118632,Nippon India Large Cap Fund,Large Cap
2024-11-29,96.7197,118632,Nippon India Large Cap Fund,Large Cap
2024-12-02,97.1205,118632,Nippon India Large Cap Fund,Large Cap
2024-12-03,98.2022,118632,Nippon India Large Cap Fund,Large Cap
2024-12-04,98.6536,118632,Nippon India Large Cap Fund,Large Cap
2024-12-05,99.4147,118632,Nippon India Large Cap Fund,Large Cap
2024-12-06,99.6509,118632,Nippon India Large Cap Fund,Large Cap
2024-12-09,99.5074,118632,Nippon India Large Cap Fund,Large Cap
2024-12-10,99.546,118632,Nippon India Large Cap Fund,Large Cap
2024-12-11,99.6289,118632,Nippon India Large Cap Fund,Large Cap
2024-12-12,99.2226,118632,Nippon India Large Cap Fund,Large Cap
2024-12-13,99.7847,118632,Nippon India Large Cap Fund,Large Cap
2024-12-16,99.805,118632,Nippon India Large Cap Fund,Large Cap
2024-12-17,98.876,118632,Nippon India Large Cap Fund,Large Cap
2024-12-18,98.1827,118632,Nippon India Large Cap Fund,Large Cap
2024-12-19,97.4275,118632,Nippon India Large Cap Fund,Large Cap
2024-12-20,95.8415,118632,Nippon India Large Cap Fund,Large Cap
2024-12-23,96.1694,118632,Nippon India Large Cap Fund,Large Cap
2024-12-24,96.1467,118632,Nippon India Large Cap Fund,Large Cap
2024-12-26,96.1901,118632,Nippon India Large Cap Fund,Large Cap
2024-12-27,96.1819,118632,Nippon India Large Cap Fund,Large Cap
2024-12-30,95.6777,118632,Nippon India Large Cap Fund,Large Cap
2024-12-31,95.6932,118632,Nippon India Large Cap Fund,Large Cap
2025-01-01,96.1113,118632,Nippon India Large Cap Fund,Large Cap
2025-01-02,97.5681,118632,Nippon India Large Cap Fund,Large Cap
2025-01-03,97.1671,118632,Nippon India Large Cap Fund,Large Cap
2025-01-06,95.3266,118632,Nippon India Large Cap Fund,Large Cap
2025-01-07,95.7436,118632,Nippon India Large Cap Fund,Large Cap
2025-01-08,95.4138,118632,Nippon India Large Cap Fund,Large Cap
2025-01-09,94.581,118632,Nippon India Large Cap Fund,Large Cap
2025-01-10,93.7271,118632,Nippon India Large Cap Fund,Large Cap
2025-01-13,91.922,118632,Nippon India Large Cap Fund,Large Cap
2025-01-14,92.5951,118632,Nippon India Large Cap Fund,Large Cap
2025-01-15,92.9463,118632,Nippon India Large Cap Fund,Large Cap
2025-01-16,93.5764,118632,Nippon India Large Cap Fund,Large Cap
2025-01-17,93.4158,118632,Nippon India Large Cap Fund,Large Cap
2025-01-20,93.6339,118632,Nippon India Large Cap Fund,Large Cap
2025-01-21,91.9008,118632,Nippon India Large Cap Fund,Large Cap
2025-01-22,91.9229,118632,Nippon India Large Cap Fund,Large Cap
2025-01-23,92.2667,118632,Nippon India Large Cap Fund,Large Cap
2025-01-24,91.4588,118632,Nippon India Large Cap Fund,Large Cap
2025-01-27,89.9694,118632,Nippon India Large Cap Fund,Large Cap
2025-01-28,90.2227,118632,Nippon India Large Cap Fund,Large Cap
2025-01-29,91.4688,118632,Nippon India Large Cap Fund,Large Cap
2025-01-30,91.7379,118632,Nippon India Large Cap Fund,Large Cap
2025-01-31,92.8772,118632,Nippon India Large Cap Fund,Large Cap
2025-02-03,92.4237,118632,Nippon India Large Cap Fund,Large Cap
2025-02-04,93.9231,118632,Nippon India Large Cap Fund,Large Cap
2025-02-05,93.8883,118632,Nippon India Large Cap Fund,Large Cap
2025-02-06,93.4896,118632,Nippon India Large Cap Fund,Large Cap
2025-02-07,93.319,118632,Nippon India Large Cap Fund,Large Cap
2025-02-10,92.1773,118632,Nippon India Large Cap Fund,Large Cap
2025-02-11,90.5443,118632,Nippon India Large Cap Fund,Large Cap
2025-02-12,90.3408,118632,Nippon India Large Cap Fund,Large Cap
2025-02-13,90.3684,118632,Nippon India Large Cap Fund,Large Cap
2025-02-14,89.5741,118632,Nippon India Large Cap Fund,Large Cap
2025-02-17,89.5693,118632,Nippon India Large Cap Fund,Large Cap
2025-02-18,89.5354,118632,Nippon India Large Cap Fund,Large Cap
2025-02-19,90.0404,118632,Nippon India Large Cap Fund,Large Cap
2025-02-20,90.3489,118632,Nippon India Large Cap Fund,Large Cap
2025-02-21,89.8495,118632,Nippon India Large Cap Fund,Large Cap
2025-02-24,88.9334,118632,Nippon India Large Cap Fund,Large Cap
2025-02-25,88.7605,118632,Nippon India Large Cap Fund,Large Cap
2025-02-27,88.4321,118632,Nippon India Large Cap Fund,Large Cap
2025-02-28,86.9222,118632,Nippon India Large Cap Fund,Large Cap
2025-03-03,86.983,118632,Nippon India Large Cap Fund,Large Cap
2025-03-04,87.1643,118632,Nippon India Large Cap Fund,Large Cap
2025-03-05,88.2535,118632,Nippon India Large Cap Fund,Large Cap
2025-03-06,89.174,118632,Nippon India Large Cap Fund,Large Cap
2025-03-07,89.1195,118632,Nippon India Large Cap Fund,Large Cap
2025-03-10,88.5879,118632,Nippon India Large Cap Fund,Large Cap
2025-03-11,88.5042,118632,Nippon India Large Cap Fund,Large Cap
2025-03-12,88.3738,118632,Nippon India Large Cap Fund,Large Cap
2025-03-13,88.0656,118632,Nippon India Large Cap Fund,Large Cap
2025-03-17,88.6746,118632,Nippon India Large Cap Fund,Large Cap
2025-03-18,90.2544,118632,Nippon India Large Cap Fund,Large Cap
2025-03-19,90.9711,118632,Nippon India Large Cap Fund,Large Cap
2025-03-20,91.6767,118632,Nippon India Large Cap Fund,Large Cap
2025-03-21,92.543,118632,Nippon India Large Cap Fund,Large Cap
2025-03-24,93.8123,118632,Nippon India Large Cap Fund,Large Cap
2025-03-25,93.5158,118632,Nippon India Large Cap Fund,Large Cap
2025-03-26,92.657,118632,Nippon India Large Cap Fund,Large Cap
2025-03-27,93.3884,118632,Nippon India Large Cap Fund,Large Cap
2025-03-28,92.8735,118632,Nippon India Large Cap Fund,Large Cap
2025-03-31,92.8702,118632,Nippon India Large Cap Fund,Large Cap
2025-04-01,91.6629,118632,Nippon India Large Cap Fund,Large Cap
2025-04-02,92.4165,118632,Nippon India Large Cap Fund,Large Cap
